Mixture	CD4	CD8	CTL1	CTL2	Endothelial	Erythroid	ImmatureB	Mature	mDC	memBcell	Mono1	Mono2	Mono3	Monocyte	NK	NKT	Osteoblasts	Osteoclasts	pDC	Pericytes	ProB	Progenitors	TAM	Th117	TIM	TregA	TregR	Tumor	P-value	Correlation	RMSE
DTB.188.C	0.0454161583343138	0.00330419970529961	0.0124465330871876	0.0408732813677798	0.0388125556799742	0.0222859057317902	0.00538090001494259	0.0211124012459324	0	0.0185899997103129	0	0.0128438092729893	0.0244157751242391	0.101075760192514	0.0217771296900846	0.00789400700815817	0.0542893418292254	0.000325873217880901	0.022879148108635	0.00434503104934727	0.0168144464555278	0.00344360588653961	0.0142570148887469	0.0152646529360882	0.0681709770084336	0.0185645692965671	0.011318450584821	0.394098472572669	0	0.761659969381586	0.783296973431268
DTB.190.E	0.0488604496824797	0	0.0455281435403326	0.0286297926280633	0.0574668487876701	0	0	0.019195703651498	0	0.0322027779350708	0	0.0121295618474858	0.041535209163272	0.0568284094491806	0.0468180904179053	0.00498567436045604	0.0422648177194271	0	0.0205455118915768	0.0329874408735492	0.0184810740066179	0	0.0429390514422936	0	0.0629603517655853	0.0199435540174227	0.00999370088882514	0.355703835931288	0	0.563211837741388	0.863906704799415
DTB.191.A	0.0376821729284186	0	0.0412150646482584	0.014142419177944	0.0617952190126577	0.00578610049005463	0.00232963602823081	0.014409832893837	0.0502915785340357	0.00535203605567285	0	0.00836040350088802	0.0438776648515078	0.138234849389871	0.0211772733336266	0.0204694206517631	0.124677657925735	0.00205650822042833	0.00193029446301723	0.00263982477138414	0.0114856173933795	0.0755164866970867	0.052405951609343	0.0114300100779313	0.0272562778608357	0.0222797724479913	0.0174950610535153	0.185702865982586	0	0.758784761483269	0.684018765122506
DTB.194.ProG	0.0116509150737698	0.000365421226036076	0.0113813261867623	0.0572399283865925	0.118670780607387	0.00432625903966056	0.0045330408495653	0	0	0.00804427969035325	0	0.00797764728500181	0.0385735414530334	0.0540889310118187	0.0186716792388809	0.0061292993484792	0.0881556092514864	0.0098395052851502	0.0212761334452478	0.0486006793713699	0.0197325397761246	0	0.0585577430400279	0.0349388636672666	0.109765203265889	0.011868470672207	0.0129801427174885	0.242632060110402	0	0.852718406116291	0.639101546517133
DTB.205.C	0.0840254752590804	0.0198290953169226	0	0.0824170214403997	0.0318898815925305	0.0441475150691537	0.0102814751409222	0	0	0	0	0.0110305967970668	0.0155334022514595	0.204602218113165	0.0119649541335817	0.00505053461306305	0.00120418613033526	7.61776395017725e-05	0.028386548716145	0.0116644953129768	0.0223897202909259	0.216177798247692	0.0157510819657677	0	0.000225464456704208	0.0250116657635294	0.0240632591349894	0.134277432614087	0	0.499558457283946	0.913866688114204
DTB.214.B	0.0566606825706384	0.0081195040678077	0.00719950981058989	0.0537502841518581	0.0467600782041486	0.0211791375356649	0.00802253795968275	0	0	0.014033218480879	0	0.0120209067940002	0.0277615720277573	0.0892139093927265	0.0216196073358921	0.00985829555505418	0.0982631519236837	0.000734622111012625	0.023527612047424	0.000728158958062486	0.0205528382099537	0.00937313493684542	0.023266012948719	0.00789136062416818	0.0396586588797665	0.0176682813866727	0.00887996079686698	0.373256963290125	0	0.831779509861736	0.670899626577636
DTB.216.ProA	0.0306390969742621	0.00723634685051262	0.00295024287031185	0.118597327800109	0.0382933627524473	0.0241983224524716	0.00337035162379423	0.0284215707525972	0	0	0	0.00383991812471214	0.0210148819161505	0.182916438887709	0.068587642190711	0	0.0532919757447757	0	0.0187911407329612	0	0.0272902819438005	0.0529233783519033	0	0.0211386134996766	0.029581309185085	0.0210478447653801	0.0189448984345074	0.226925054146122	0	0.753616802242353	0.800924755807398
DTB.220.A	0.0438975713850412	0.0127253806863239	0.0219342922682632	0.0380906439952491	0.0204411870808814	0.00374493292752427	0.00782206616491873	0.00949541573332474	0	0.0105074703395545	0	0.0066989931545803	0.0109442559490955	0.0415585771277015	0.00251611440028284	0.00426117493415128	0.00336826078975627	0.000438108275556849	0.0128566136028781	0.0268913809053505	0.0218682530815684	0.00718581267456127	0.0115477517638008	0	0.0545382273889992	0.0210093998682868	0.00674618328111513	0.598911932221234	0	0.751135917208137	0.808578529346947
DTB.232.ProC	0.0570230477559968	0.0088024393616638	0.0248232793514109	0.0665263755131279	0.0431220499451406	0.00259929519059069	0.00824288077503196	0.0141558367021018	0	0	0	0.0159728016006693	0.0292215685371082	0.0441879661656127	0.0339978682882968	0	0.160397726781035	0.0374199769811877	0.0269159163372248	0	0.0298431769979336	0.00399771907226852	0.0190544831400807	0.0342688449060863	0.0541853423206747	0.0218339132056573	0.00926536748691931	0.254142123584181	0	0.879737042254069	0.520834280684522
DTB.258.A	0.0303133740644977	0.00990312712311214	0.0354504933526797	0.0703568876193333	0.0384654682709484	0.00418527428080707	0.0070214475707855	0.0108641795407526	0	0	0	0.025971111332518	0.0636425782221653	0.0587292642048474	0.0515916301795327	0	0.00661800526747552	0.00163536916017518	0.0253976845189459	0.00280464676113209	0.0240509525037267	0	0	0	0.0149695511595254	0.0286801434710238	0.00950395141004431	0.479844859985971	0	0.652934013971808	0.856570073862693
DTB.259.A	0.0362718833849465	2.31199133726737e-05	0.0262651114609092	0.0137019257972925	0.0374369127393709	0.0119533060108085	0.00344392289272739	0.00219246729872736	0	0.00400109515698969	0	0.00513631339365509	0.00685040111532785	0.126484500369701	0.0222647255960488	0	0.140803423007052	0.00147895060227219	0.0138213681551074	0.00712467032606066	0.0230437483715459	0.0225042406968741	0.0462252755067262	0.00623332626823975	0.0561067291317407	0.0202679532722356	0.0103053398813237	0.356059289650945	0	0.894458615305029	0.532529721809585
DTB.260.C	0.080107855305563	0.00954470162594977	0.0303321201848	0.032114835774336	0.0500388595188016	0.00351119408723597	0	0.0177999075680584	0	0.00476466939635795	0	0.0288839082861286	0.0170893567803691	0.0760067932865384	0.044955476357738	0	0.126500684615712	0.0213504331275488	0.0182445448615917	0	0.0297195391353804	0	0.000886121233367823	0.0161636583254252	0.0577607057461327	0.020375909364085	0.0162089052401918	0.297639820178688	0	0.902099432815686	0.561706712217056
DTB.261.BL	0.000661911957004259	0.0110294687807727	0.00305384306926886	0.0629915838136601	0.048627894718675	0.0174869376550542	0.0097484748231212	0.0102165811797095	0.000739642988668795	0.0140297982071777	0	0.0139747362742733	0.0154774324453597	0.110856927822298	0.0287908709237817	0	0.00506306409115727	0	0.0205883041437614	0.0230445058078681	0.0190837341414054	0.0030492300462936	0.0194881594503238	0.0122339567026255	0.0269582494275074	0.0269140643706312	0.0130318878252967	0.482858739334305	0	0.663436176534693	0.848450181755756
DTB.266.D	0.0456522418591401	0.011133651329881	0.0221610961106128	0.0728573712471059	0.0368127703645491	0.00706565325414183	0.000631883558056618	0.0199236080369044	0	0	0	0.0195828493997506	0.0120693648261135	0.0813129303537067	0.0428298881981811	0.00304660850619443	0.0428633218743953	0.00588377783135888	0.0134300679476241	0	0.0255805881180007	0.00323577158095858	0	0	0.0251999681312105	0.030167124162804	0.00511682420181475	0.473442639107495	0	0.725724450413507	0.810303573075253
PR.040.E	0.0138218150640059	0.00534419672941721	0.0042341757596586	0.0366549997285055	0.0372435936401246	0.0167606407900919	0.010222233692089	0	0	0.0308770499362684	0	0.00675443973620774	0.00136959020393478	0.0824479153844663	0.0272802434450713	0	0.0428473786254702	0	0.0139847753169069	0.0200321487261171	0.0197198426358718	0.0207904498389964	0.0346091506717608	0.0276714993333246	0.0710965519427559	0.0149289469699321	0.00885657277779517	0.452451789051228	0	0.670755077349395	0.823310316422909
PR.056.A	0.0936220286528218	0.0131358797225573	0	0.0883967395551234	0.045539372481975	0.0143553368583282	0.00449181435395569	0	0	0.0531086685877703	0	0.0229512823525396	0.0681394162129821	0.0372963455584163	0.0226014272144276	0	0.0122325820929514	0	0.011969113421895	0.0307808634451527	0.0161195598308891	0.00771858665009796	0.122646567871253	0	0.0175757553600252	0.0178641219334284	0.0152229952036035	0.284231542639806	0	0.238414610540298	0.971417360128904
PR.063.A	0.0395676026291823	0.00457120271241496	0	0.0663263789483197	0.0538143520273424	0.0194840436501493	0.0109728747565475	0.00435656255264759	0	0	0	0.0193241412747099	0.00681811659627392	0.087171073491101	0.0159372992060083	0.00116522614819981	0.0198479215084781	0.000152481031846917	0.022729204819605	0.0187326115196558	0.0253570402941318	0.0563279918465917	0.0300083912651563	0.0272510532946958	0.0469218663549699	0.017729772371388	0.0110910890067133	0.394341702693871	0	0.482655185362401	0.904090299204909
PR.067.A	0.0126948781200805	0.00926326926857774	0.0156405347776254	0.0576063881419639	0.040862687834769	0.00564365666848776	0.00338720997886614	0.0341032117128256	0.10716841923151	0.0101952309319543	0	0.020666922071296	0.0354256300175106	0.126696484909935	0.0361308290523464	0.0276633905337389	0.0996607432615141	0	0.0148252748785813	0	0.0139405136312216	0.0673630518999249	0.0374741603686164	0.0044356429216754	0	0.012014513833329	0.0161131201193997	0.191024235834251	0	0.849091350410601	0.65334459190017
PR.070.A	0.024155946071782	0.00641874782938572	0	0.0827376642736777	0.0358599070201276	0.00982236842983632	0.013824996225996	0	0	0.00088251810163801	0	0.0208650140569637	0.028889852713377	0.12453819664387	0.0191486887996445	0.01241060953272	0.0160965514774718	0.00066261247779922	0.0192037817157379	0.0157826629421312	0.0150070491285529	0.0871158596033845	0.0275103623568154	0.029102866822902	0.0401702412909487	0.0241381814394426	0.015232135170151	0.330423185875644	0	0.616366594733946	0.874563735425289
PR.081.A	0.00575448410520902	0.00243899831563304	0.0156674740301699	0.0668542398053036	0.0424890425834553	0.00327250759282088	0.00842335799888033	0.00802080260596101	0	0.0024075106015984	0	0.0193254538211038	0.0287320979174406	0.0963363824183239	0.0403113849552005	0	0.00714450769459371	0	0.0129810197760889	0.0180593109720455	0.0335386533403246	0.0913070681439431	0.0109946037025585	0.0200584235222492	0.0379407463933128	0.0228243339691295	0.00833666678796474	0.396780928946689	0	0.688380514411912	0.85226782802364
